Timestamp,Age,Gender,City,Position,Years of experience,Level,Salary (EUR),Employment status,Сontract duration,Main language at work,Company size,Company type,Lost job due to the coronavirus outbreak,Age category,Years of experience category,Salary (EUR) category
24/11/2020 16:05:55,34.0,Male,Berlin,Frontend Developer,10.0,Senior,68000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 16:06:53,34.0,Male,Berlin,Software Engineer,12.0,Lead,78000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 16:14:57,35.0,Male,Berlin,Software Engineer,8.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,Unknown,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 16:15:34,38.0,Male,Berlin,Software Engineer,13.0,Lead,89570.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 16:16:41,34.0,Female,Berlin,Software Engineer,9.0,Senior,78000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 16:20:42,31.0,Male,Berlin,Mobile Developer,7.0,Senior,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 16:26:30,34.0,Male,Berlin,Backend Developer,15.0,Senior,70000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 16:34:40,29.0,Female,Munich,Software Engineer,5.0,Middle,67000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 16:35:30,37.0,Male,Berlin,Software Engineer,15.0,Senior,85000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 16:42:53,44.0,Male,Stuttgart,Software Engineer,22.0,Senior,76000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[40,50)","[20,30)","[50000,100000)"
24/11/2020 16:56:17,30.0,Male,Munich,Frontend Developer,9.0,Middle,66000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 17:01:00,26.0,Male,Frankfurt,Consultant,4.0,Middle,65000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 17:03:03,33.0,Unknown,Hamburg,Software Engineer,1.0,Middle,130000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)",<5,"[100000,150000)"
24/11/2020 17:04:09,46.0,Male,Berlin,Software Engineer,14.0,Senior,80000.0,Full-time employee,Unlimited contract,English,50-100,Product,Yes,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 17:05:17,33.0,Male,Berlin,Software Engineer,14.0,Senior,68000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:08:51,27.0,Male,Tuttlingen,Software Engineer,4.0,Junior,46000.0,Full-time employee,Unlimited contract,German,up to 10,Product,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 17:12:18,38.0,Male,Stuttgart,Software Engineer,15.0,Senior,56400.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:21:09,32.0,Male,Munich,Backend Developer,11.0,Senior,81200.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:24:17,36.0,Female,Berlin,Recruiter,11.0,Senior,70000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:24:24,26.0,Male,Frankfurt,Backend Developer,7.0,Senior,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:27:43,29.0,Male,Berlin,Software Engineer,12.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[10,20)","[50000,100000)"
24/11/2020 17:28:01,32.0,Male,Nürnberg,Testautomation,8.0,Senior,60000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,Yes,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 17:29:12,29.0,Male,Bonn,Mobile Developer,5.0,Middle,55000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:29:25,33.0,Male,Hamburg,Software Engineer,10.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:29:51,,Unknown,Munich,Data Scientist,2.0,Middle,54000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,Unknown,<5,"[50000,100000)"
24/11/2020 17:30:40,32.0,Male,Munich,QA Engineer,9.0,Senior,76000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 17:31:48,34.0,Male,Berlin,Software Engineer,10.0,Senior,76000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:33:40,31.0,Male,Moscow,Data Scientist,2.5,Lead,20000.0,Full-time employee,Unlimited contract,Other,1000+,Other,No,"[30,40)",<5,"[20000,50000)"
24/11/2020 17:35:27,29.0,Male,Munich,Software Engineer,7.0,Senior,80000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:35:46,33.0,Male,Munich,Software Engineer,10.0,Senior,78000.0,Full-time employee,Unlimited contract,German,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 17:37:32,32.0,Male,Berlin,Backend Developer,4.0,Senior,65000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 17:38:29,47.0,Male,Hamburg,Software Engineer,22.0,Senior,46000.0,Full-time employee,Unlimited contract,English,up to 10,Product,No,"[40,50)","[20,30)","[20000,50000)"
24/11/2020 17:38:51,29.0,Male,Berlin,Backend Developer,8.0,Middle,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:39:35,28.0,Male,Munich,Software Engineer,5.0,Senior,67000.0,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,Yes,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:40:38,,Male,Hamburg,Support Engineer,,Senior,61000.0,Full-time employee,Unlimited contract,English,Unknown,Unknown,No,Unknown,Unknown,"[50000,100000)"
24/11/2020 17:40:40,25.0,Male,Hamburg,Data Scientist,2.0,Middle,48000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 17:40:57,32.0,Male,Munich,SAP Developer,9.0,Senior,70800.0,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 17:43:34,45.0,Male,Munich,Frontend Developer,3.0,Senior,70000.0,Full-time employee,Unlimited contract,Other,10-50,Startup,Yes,"[40,50)",<5,"[50000,100000)"
24/11/2020 17:45:03,26.0,Male,Frankfurt,Software Engineer,3.0,Middle,48000.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 17:45:39,29.0,Male,Munich,Mobile Developer,8.0,Senior,65400.0,Full-time employee,Unlimited contract,English,10-50,Consulting / Agency,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:47:00,40.0,Male,Berlin,Backend Developer,18.0,Senior,60000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 17:47:42,27.0,Male,Munich,Software Engineer,5.0,Senior,71000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:51:26,27.0,Male,Munich,Software Engineer,5.0,Senior,65000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 17:53:18,38.0,Male,Koblenz,Systemadministrator,20.0,Senior,44000.0,Full-time employee,Unlimited contract,German,10-50,Other,No,"[30,40)","[20,30)","[20000,50000)"
24/11/2020 17:55:30,22.0,Male,Warsaw,Backend Developer,3.0,Middle,27000.0,Full-time employee,Unlimited contract,Other,50-100,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 17:57:20,30.0,Male,Berlin,DevOps,9.0,Lead,90000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 17:57:39,30.0,Male,Hamburg,Software Engineer,6.0,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 18:01:03,29.0,Male,Munich,SW Architect,8.0,Senior,73000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:06:17,37.0,Male,Heidelberg,Software Engineer,15.0,Senior,67500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:09:09,28.0,Male,Berlin,SRE,6.0,Middle,66000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:10:47,28.0,Female,Berlin,Software Engineer,8.0,Lead,80000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:10:54,26.0,Male,Karlsruhe,Software Engineer,5.0,Unknown,55000.0,Full-time employee,Unlimited contract,English,10-50,Consulting / Agency,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:12:43,28.0,Male,Stuttgart,Backend Developer,5.0,Middle,55000.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:13:06,33.0,Male,Berlin,Software Engineer,13.0,Senior,75000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:16:39,25.0,Male,Berlin,Backend Developer,5.0,Senior,60000.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:19:49,38.0,Male,Köln,QA Engineer,7.0,Middle,54500.0,Full-time employee,Unlimited contract,German,10-50,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 18:22:41,40.0,Male,Frankfurt,Software Engineer,22.0,Senior,72000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[40,50)","[20,30)","[50000,100000)"
24/11/2020 18:25:30,28.0,Male,Munich,"Fullstack engineer, ну или Software engineer",9.0,Senior,60000.0,Full-time employee,Unlimited contract,English,up to 10,Startup,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:27:22,29.0,Male,Berlin,Backend Developer,11.0,Senior,85000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[10,20)","[50000,100000)"
24/11/2020 18:31:25,,Male,Berlin,Software Engineer,9.0,Lead,75000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,Unknown,"[5,10)","[50000,100000)"
24/11/2020 18:32:14,24.0,Male,Aachen,HiWi,3.0,Junior,10164.0,Part-time employee,Temporary contract,English,10-50,Other,No,"[20,30)",<5,<20000
24/11/2020 18:33:17,30.0,Male,Berlin,Backend Developer,4.0,Senior,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 18:36:46,31.0,Male,Munich,Software Engineer,11.0,Middle,75000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:37:32,44.0,Male,Munich,Software Engineer,28.0,Senior,78500.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[40,50)","[20,30)","[50000,100000)"
24/11/2020 18:39:05,35.0,Male,Düsseldorf,Product Manager,5.0,Senior,56000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 18:39:13,41.0,Female,Munich,Data Engineer,12.0,Senior,68000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,Yes,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 18:40:13,32.0,Male,Berlin,Software Engineer,12.0,Senior,83000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:44:33,28.0,Female,Mannheim,Software Engineer,4.0,Junior,53000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 18:48:30,,Male,Karlsruhe ,Backend Developer,8.0,Lead,65000.0,Part-time employee,Unlimited contract,English,up to 10,Product,No,Unknown,"[5,10)","[50000,100000)"
24/11/2020 18:49:18,33.0,Male,Berlin,Software Engineer,10.0,Middle,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:49:33,46.0,Male,Munich,Software Engineer,10.0,Senior,68500.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 18:50:28,27.0,Male,Berlin,Frontend Developer,8.0,Middle,45000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[5,10)","[20000,50000)"
24/11/2020 18:50:50,30.0,Male,Samara,Backend Developer,2.0,Middle,12000.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[30,40)",<5,<20000
24/11/2020 18:51:35,32.0,Male,Berlin,Backend Developer,5.0,Middle,72000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 18:52:09,34.0,Male,Berlin,Software Engineer,15.0,Lead,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:53:16,33.0,Male,Berlin,Software Engineer,10.0,Senior,68000.0,Full-time employee,Temporary contract,English,10-50,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:53:57,26.0,Male,"Riga, Latvia",Software Engineer,4.0,Middle,24000.0,Full-time employee,Unlimited contract,English,100-1000,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 18:54:07,41.0,Male,Berlin,Software Engineer,19.0,Lead,95500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 18:54:54,35.0,Male,Cologne,Software Engineer,14.0,Senior,72000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 18:58:54,26.0,Male,Hamburg,Software Engineer,7.0,Senior,72000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 18:59:20,27.0,Male,Berlin,Mobile Developer,3.0,Middle,65000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 18:59:38,24.0,Male,Munich,Software Engineer,3.0,Middle,77600.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 19:07:37,35.0,Male,Hamburg,Software Engineer,13.0,Lead,95000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 19:07:57,31.0,Male,Dusseldorf,Software Engineer,7.0,Senior,50400.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 19:09:32,25.0,Male,Berlin,Backend Developer,5.0,Middle,80000.0,Full-time employee,Unlimited contract,English,1000+,Startup,Unknown,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 19:12:16,30.0,Male,Moscow,Backend Developer,2.0,Middle,13000.0,Full-time employee,Unlimited contract,Other,50-100,Startup,No,"[30,40)",<5,<20000
24/11/2020 19:14:03,37.0,Male,Zurich,Project manager,20.0,Middle,130000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[30,40)","[20,30)","[100000,150000)"
24/11/2020 19:15:02,30.0,Male,Moscow,Software Engineer,5.0,Middle,14712.0,Full-time employee,Unlimited contract,Other,100-1000,Product,No,"[30,40)","[5,10)",<20000
24/11/2020 19:15:49,33.0,Male,Berlin,Product Manager,5.0,Senior,70000.0,Full-time employee,Unknown,German,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 19:19:30,35.0,Male,Berlin,QA Engineer,11.0,Senior,74400.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 19:24:50,37.0,Male,Hamburg,Software Engineer,15.0,Senior,70000.0,Full-time employee,Temporary contract,English,10-50,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 19:30:15,36.0,Male,Hamburg,Backend Developer,10.0,Senior,82000.0,Full-time employee,Unlimited contract,German,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 19:31:46,32.0,Female,Cologne,Data Scientist,4.0,Senior,85000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 19:40:48,38.0,Male,Berlin,Security Engineer,5.0,Lead,80000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 19:41:27,23.0,Male,Berlin,Software Engineer,4.0,Middle,70500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 19:42:42,39.0,Male,Stuttgart,Software Engineer,11.0,Lead,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 19:47:34,27.0,Female,Berlin,Data Scientist,3.0,Middle,58000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 19:48:24,50.0,Male,Berlin,Software Engineer,29.0,Lead,28800.0,Full-time employee,Unlimited contract,German,10-50,Other,No,"[50,60)","[20,30)","[20000,50000)"
24/11/2020 19:57:46,35.0,Female,Berlin,Designer (UI/UX),15.0,Middle,53000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 20:00:02,40.0,Male,Berlin,Architect,10.0,Middle,89000.0,Full-time employee,Unlimited contract,English,100-1000,Unknown,No,"[40,50)","[10,20)","[50000,100000)"
24/11/2020 20:01:18,35.0,Male,Helsinki,Backend Developer,11.0,Senior,66000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 20:02:15,29.0,Male,Berlin,Backend Developer,10.0,Senior,80000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[10,20)","[50000,100000)"
24/11/2020 20:02:34,30.0,Male,Munich,Mobile Developer,8.0,Lead,75000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 20:04:24,24.0,Male,Frankfurt,Frontend Developer,3.0,Middle,44000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 20:04:37,28.0,Male,Würzburg,Software Engineer,8.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 20:14:50,28.0,Male,Berlin,Backend Developer,9.0,Senior,60000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 20:15:27,37.0,Female,Berlin,Designer (UI/UX),2.0,Middle,70000.0,Full-time employee,Temporary contract,English,up to 10,Startup,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:18:31,37.0,Male,Berlin,Software Engineer,8.0,Senior,76900.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 20:23:25,33.0,Male,Berlin,Technical Lead,10.0,Lead,85000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 20:23:56,30.0,Male,Kiev,Backend Developer,8.0,Middle,27000.0,Full-time employee,Temporary contract,Other,50-100,Product,No,"[30,40)","[5,10)","[20000,50000)"
24/11/2020 20:25:32,30.0,Male,Munich,Frontend Developer,4.0,Middle,55000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:26:19,31.0,Male,Berlin,Software Engineer,4.0,Lead,95000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:26:20,,Male,Munich,Software Engineer,4.0,Middle,56000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,Unknown,<5,"[50000,100000)"
24/11/2020 20:26:58,28.0,Female,Berlin,Software Engineer,3.0,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 20:28:38,31.0,Female,Munich,Software Engineer,2.0,Middle,58000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:28:49,34.0,Male,Berlin,Mobile Developer,9.0,Senior,72000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 20:29:04,24.0,Male,Berlin,Backend Developer,4.0,Middle,46000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 20:29:50,39.0,Male,Berlin,DevOps,15.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 20:30:14,42.0,Male,Den Haag,Backend Developer,20.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[40,50)","[20,30)","[50000,100000)"
24/11/2020 20:37:40,26.0,Male,London,Frontend Developer,8.0,Senior,105000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[20,30)","[5,10)","[100000,150000)"
24/11/2020 20:38:22,31.0,Female,Frankfurt,Software Engineer,2.0,Junior,50000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:39:33,32.0,Female,Berlin,Mobile Developer,7.0,Senior,63000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 20:41:20,30.0,Female,Berlin,QA Engineer,4.0,Middle,52000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)",<5,"[50000,100000)"
24/11/2020 20:41:21,23.0,Male,Berlin,Mobile Developer,3.0,Lead,65000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 20:43:22,27.0,Female,Berlin,Backend Developer,3.0,Middle,60000.0,Full-time employee,Unlimited contract,English,10-50,Unknown,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 21:04:58,27.0,Male,Amsterdam,ML Engineer,4.0,Middle,62000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 21:05:56,27.0,Male,Berlin,Tech Lead / Full-Stack,5.0,Lead,90000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 21:07:50,29.0,Male,Berlin,Frontend Developer,8.0,Senior,69000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 21:10:08,32.0,Male,Munich,Software Engineer,10.0,Senior,88000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 21:14:25,31.0,Male,Berlin,DevOps,11.0,Senior,81000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 21:16:30,29.0,Male,Cracovia,Frontend Developer,2.0,Middle,18700.0,Full-time employee,Unlimited contract,Other,1000+,Product,No,"[20,30)",<5,<20000
24/11/2020 21:21:56,26.0,Male,Berlin,Marketing Analyst,7.0,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 21:28:26,29.0,Male,Berlin,Software Engineer,5.0,Middle,56000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[20,30)","[5,10)","[50000,100000)"
24/11/2020 21:34:09,30.0,Male,Hamburg,Frontend Developer,7.0,Senior,55000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 21:34:10,38.0,Male,Berlin,Mobile Developer,10.0,Senior,70000.0,Full-time employee,Unlimited contract,English,1000+,Product,Yes,"[30,40)","[10,20)","[50000,100000)"
24/11/2020 21:36:24,32.0,Male,Berlin,CTO,10.0,Other,200000.0,Full-time employee,Unlimited contract,English,100-1000,Product,Yes,"[30,40)","[10,20)",>=200000
24/11/2020 21:37:44,25.0,Male,Berlin,Solutions Architect,6.0,Middle,100000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[100000,150000)"
24/11/2020 21:38:24,24.0,Male,Berlin,Backend Developer,3.0,Junior,48000.0,Full-time employee,Temporary contract,English,1000+,Other,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 21:39:12,24.0,Male,Tallinn,Software Engineer,3.0,Junior,30000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 21:45:48,27.0,Male,Prague,Software Engineer,3.0,Middle,21120.0,Full-time employee,Temporary contract,Other,10-50,Product,No,"[20,30)",<5,"[20000,50000)"
24/11/2020 21:47:25,34.0,Female,Berlin,QA Engineer,6.0,Senior,67500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
24/11/2020 21:47:33,30.0,Male,Utrecht,Data Scientist,2.0,Middle,48000.0,Full-time employee,Temporary contract,English,1000+,Product,No,"[30,40)",<5,"[20000,50000)"
24/11/2020 21:52:03,27.0,Female,Munich,Frontend Developer,2.0,Middle,64000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)",<5,"[50000,100000)"
24/11/2020 22:04:32,46.0,Male,Frankfurt,Software Engineer,23.0,Senior,90000.0,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,"[40,50)","[20,30)","[50000,100000)"
24/11/2020 22:06:59,48.0,Male,Berlin,Senior Network&Security Eng.,,Senior,68500.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[40,50)",Unknown,"[50000,100000)"
24/11/2020 22:08:31,42.0,Female,Munich,Software tester ,12.0,Other,47500.0,Part-time employee,Unlimited contract,German,50-100,Product,No,"[40,50)","[10,20)","[20000,50000)"
24/11/2020 22:10:34,40.0,Female,Berlin,Fullstack Developer,8.0,Senior,57000.0,Full-time employee,Unlimited contract,German,50-100,Product,No,"[40,50)","[5,10)","[50000,100000)"
