Timestamp,Age,Gender,City,Level,Position,Years of experience,Main technology or programming language,Salary (EUR),Main language at work,Company size,Company type,Сontract duration,Age category,Years of experience category,Salary (EUR) category
02/12/2019 15:50:29,33.0,Male,Berlin,Senior,Mobile Developer,10,Kotlin,80000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 15:50:47,32.0,Female,Nuremberg,Senior,QA,8,Java,50000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 15:54:07,43.0,Male,Frankfurt,Senior,Backend Developer,10,SAP / ABAP,85000.0,German,1000+,Product,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
02/12/2019 15:56:45,34.0,Male,Cologne,Middle,QA,10,Java,61800.0,German,up to 10,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 15:57:09,28.0,Male,Berlin,Senior,Backend Developer,7,Java,70000.0,English,50-100,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 15:58:52,32.0,Male,Munich,Senior,DevOps,9,AWS,90000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 15:59:24,29.0,Male,Krakow,Senior,QA,7,Java,45000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[20000,50000)"
02/12/2019 16:03:59,25.0,Female,Munich,Junior,Frontend Developer,2,Javascript / Typescript,42000.0,German,50-100,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[20000,50000)"
02/12/2019 16:04:46,26.0,Male,Munich,Middle,Backend Developer,5,Java,59000.0,English,Unknown,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 16:05:00,44.0,Male,Munich,Middle,Frontend Developer,5,Javascript / Typescript,60000.0,German,100-1000,Product,Unlimited contract,"[40,50)","[5,10)","[50000,100000)"
02/12/2019 16:05:20,29.0,Male,Berlin,Unknown,DevOps,10,Unknown,70000.0,English,100-1000,Startup,Unlimited contract,"[20,30)","[10,20)","[50000,100000)"
02/12/2019 16:06:43,28.0,Male,Berlin,Senior,Backend Developer,7,Java,65000.0,English,50-100,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 16:08:28,45.0,Female,Frankfurt,Middle,Database Developer (DBA),2,SQL,62000.0,German,50-100,Product,Temporary contract,"[40,50)",<5,"[50000,100000)"
02/12/2019 16:11:06,39.0,Male,Munich,Senior,Desktop/Unity3D Developer,15,.NET,49375.0,German,10-50,Product,Unlimited contract,"[30,40)","[10,20)","[20000,50000)"
02/12/2019 16:18:06,36.0,Male,Berlin,Senior,Manager,13,Java,80000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 16:20:54,32.0,Male,Berlin,Middle,Mobile Developer,5,Swift,60000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 16:22:39,38.0,Male,Munich,Senior,Software Architect,17,C/C++,120000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
02/12/2019 16:23:24,42.0,Female,Munich,Middle,Product Manager,10,Not Relevant,68700.0,English,50-100,Product,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
02/12/2019 16:23:37,,Male,Prague,Senior,DevOps,11,Python,33200.0,English,1000+,Product,Unlimited contract,Unknown,"[10,20)","[20000,50000)"
02/12/2019 16:25:53,32.0,Male,Munich,Middle,Backend Developer,8,Java,68000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 16:35:02,33.0,Male,Munich,Senior,Fullstack Developer,8,.NET,63000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 16:37:57,34.0,Male,Cologne,Senior,Manager,15,Not Relevant,60000.0,English,1000+,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 16:38:25,35.0,Male,Munich,Senior,Software Architect,15,AWS,120000.0,Other,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
02/12/2019 16:38:56,35.0,Male,Frankfurt,Senior,Backend Developer,16,PHP,55000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 16:39:11,24.0,Male,Frankfurt,Junior,DevOps,1,AWS,45000.0,German,50-100,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[20000,50000)"
02/12/2019 16:40:52,48.0,Female,Munich,Senior,Manager,11,Not Relevant,75000.0,English,100-1000,Product,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
02/12/2019 16:41:25,31.0,Male,Wroclaw,Senior,Backend Developer,10,Ruby,45000.0,English,50-100,Consulting / Agency,Temporary contract,"[30,40)","[10,20)","[20000,50000)"
02/12/2019 16:43:19,40.0,Female,Munich,Senior,SAP Consultant,9,Not Relevant,89000.0,English,1000+,Product,Unlimited contract,"[40,50)","[5,10)","[50000,100000)"
02/12/2019 16:45:22,29.0,Male,Cologne,Senior,Fullstack Developer,4,.NET,65000.0,German,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 16:47:18,38.0,Male,Munich,Lead,Fullstack Developer,17,Javascript / Typescript,114000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
02/12/2019 16:47:47,36.0,Male,Stuttgart,Senior,Mobile Developer,16,Javascript / Typescript,60000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 16:52:20,,Male,Munich,Unknown,Manager,10,Not Relevant,85000.0,German,1000+,Product,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
02/12/2019 16:53:56,34.0,Male,Munich,Junior,Backend Developer,3,Java,46000.0,German,100-1000,Product,Unlimited contract,"[30,40)",<5,"[20000,50000)"
02/12/2019 17:27:05,32.0,Male,Berlin,Senior,Backend Developer,12,Ruby,65000.0,Other,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:30:59,29.0,Male,Munich,Lead,DevOps,10,AWS,85000.0,English,1000+,Product,Unlimited contract,"[20,30)","[10,20)","[50000,100000)"
02/12/2019 17:32:16,47.0,Male,London,Middle,Data Engineer,22,Google Cloud,100000.0,English,100-1000,Product,Temporary contract,"[40,50)","[20,30)","[100000,150000)"
02/12/2019 17:32:27,36.0,Male,Munich,Middle,Backend Developer,10,PHP,75000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:35:43,32.0,Female,Frankfurt,Senior,Recruiter ,10,Not Relevant,56000.0,English,100-1000,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:36:37,34.0,Male,Karlsruhe,Senior,Fullstack Developer,12,Javascript / Typescript,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:40:40,29.0,Female,Munich,Middle,Data Scientist,4,R,62000.0,German,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 17:41:24,31.0,Male,Munich,Senior,Backend Developer,9,Java,75000.0,English,10-50,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 17:41:30,41.0,Female,Munich,Middle,QA,9,Java,46000.0,German,50-100,Product,Unlimited contract,"[40,50)","[5,10)","[20000,50000)"
02/12/2019 17:44:10,35.0,Male,Munich,Senior,Software Architect,6,.NET,79000.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 17:47:50,37.0,Male,Munich,Senior,Backend Developer,14,C/C++,72000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:50:19,39.0,Female,Munich,Middle,Backend Developer,17,Java,58000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 17:50:36,,Male,Munich,Senior,Frontend Developer,7,Javascript / Typescript,65000.0,German,50-100,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
02/12/2019 17:52:59,25.0,Female,Munich,Middle,Fullstack Developer,5,.NET,66000.0,German,10-50,Consulting / Agency,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 18:03:30,29.0,Male,Munich,Middle,Fullstack Developer,8,Java,80000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 18:09:50,,Male,Munich,Middle,Frontend Developer,3,Javascript / Typescript,55000.0,English,1000+,Product,Unlimited contract,Unknown,<5,"[50000,100000)"
02/12/2019 18:14:18,28.0,Male,Munich,Senior,Data Scientist,4,Not Relevant,59000.0,English,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 18:27:45,47.0,Male,Munich,Senior,Backend Developer,25,.NET,87600.0,German,up to 10,Product,Unlimited contract,"[40,50)","[20,30)","[50000,100000)"
02/12/2019 18:28:37,31.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,67000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 18:36:23,40.0,Male,Munich,Middle,Product Manager,15,Not Relevant,73000.0,English,1000+,Product,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
02/12/2019 18:48:21,32.0,Male,Munich,Lead,Backend Developer,14,PHP,80000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 18:51:02,34.0,Male,Berlin,Senior,Backend Developer,10,C/C++,90000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 18:55:15,34.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,68000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:00:08,33.0,Male,Munich,Senior,Fullstack Developer,15,PHP,120000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
02/12/2019 19:03:22,31.0,Male,Frankfurt,Middle,System Administrator,10,Python,65000.0,English,100-1000,Product,Temporary contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:10:14,37.0,Male,Munich,Middle,Business Analyst,15,Not Relevant,87000.0,English,1000+,Unknown,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:10:32,33.0,Male,Munich,Senior,QA,5,Kotlin,70000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 19:21:45,34.0,Female,Berlin,Senior,QA,12,.NET,74000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:34:30,32.0,Male,Munich,Senior,Mobile Developer,14,Swift,90000.0,English,Unknown,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:36:49,38.0,Male,Berlin,Senior,Backend Developer,13,Java,77400.0,German,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:47:13,32.0,Male,Berlin,Senior,QA,13,Java,65000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 19:48:29,27.0,Male,Berlin,Senior,QA,7,Java,63000.0,English,50-100,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 19:49:12,54.0,Male,Ingolstadt,Senior,Data Scientist,8,R,78000.0,German,1000+,Product,Temporary contract,"[50,60)","[5,10)","[50000,100000)"
02/12/2019 19:49:52,35.0,Male,Düsseldorf,Middle,Backend Developer,6,.NET,55000.0,English,10-50,Other,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 19:51:08,31.0,Male,Stuttgart,Middle,Mobile Developer,6,Javascript / Typescript,50000.0,German,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 19:59:09,42.0,Male,Berlin,Senior,"CTO (CEO, CFO)",20,Not Relevant,120000.0,English,100-1000,Startup,Unlimited contract,"[40,50)","[20,30)","[100000,150000)"
02/12/2019 19:59:25,25.0,Female,Munich,Junior,Manager,1,Unknown,43200.0,German,1000+,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[20000,50000)"
02/12/2019 20:02:05,,Male,Hamburg,Senior,DevOps,15,Not Relevant,78000.0,English,50-100,Unknown,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
02/12/2019 20:04:31,38.0,Male,Munich,Senior,Manager,12,Not Relevant,96000.0,English,1000+,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 20:09:51,34.0,Male,Munich,Senior,Manager,16,PHP,85000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 20:23:58,40.0,Male,Frankfurt,Senior,Software Architect,20,Java,95000.0,English,1000+,Other,Unlimited contract,"[40,50)","[20,30)","[50000,100000)"
02/12/2019 20:28:45,30.0,Male,Munich,Senior,Frontend Developer,9,Javascript / Typescript,75000.0,Other,10-50,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 20:29:23,30.0,Male,Munich,Middle,Machine Learning Engineer,2,Python,62000.0,English,up to 10,Startup,Unlimited contract,"[30,40)",<5,"[50000,100000)"
02/12/2019 20:32:32,25.0,Male,Munich,Junior,Frontend Developer,1,Javascript / Typescript,70000.0,English,100-1000,Startup,Temporary contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 20:32:40,25.0,Male,Munich,Junior,Frontend Developer,1,Javascript / Typescript,70000.0,English,100-1000,Startup,Temporary contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 20:34:52,25.0,Female,Munich,Middle,Researcher,5,C/C++,57000.0,English,1000+,Consulting / Agency,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 20:43:20,31.0,Male,Munich,Senior,Mobile Developer,8,Swift,65000.0,English,50-100,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 20:53:04,32.0,Male,Frankfurt,Middle,Mobile Developer,4,Kotlin,50000.0,English,10-50,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
02/12/2019 20:56:53,25.0,Male,Munich,Senior,Frontend Developer,5,Javascript / Typescript,80000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 20:58:49,32.0,Female,Munich,Middle,Fullstack Developer,10,Java,47500.0,English,10-50,Other,Unlimited contract,"[30,40)","[10,20)","[20000,50000)"
02/12/2019 21:02:20,31.0,Male,Munich,Lead,Fullstack Developer,10,Javascript / Typescript,72000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 21:04:05,32.0,Male,Munich,Middle,Backend Developer,12,Java,64000.0,English,100-1000,Startup,Temporary contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 21:06:41,44.0,Male,Munich,Senior,Manager,22,Not Relevant,107000.0,German,1000+,Product,Unlimited contract,"[40,50)","[20,30)","[100000,150000)"
02/12/2019 21:06:55,36.0,Male,Munich,Senior,Backend Developer,13,PHP,60000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 21:08:12,38.0,Female,Frankfurt,Junior,Frontend Developer,1,Javascript / Typescript,36000.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[20000,50000)"
02/12/2019 21:11:52,,Male,Munich,Senior,Unknown,7,Unknown,63500.0,English,1000+,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
02/12/2019 21:18:00,32.0,Male,Munich,Senior,Backend Developer,5,PHP,65000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 21:18:55,32.0,Male,Munich,Lead,Fullstack Developer,14,Scala,98000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 21:22:39,27.0,Male,Munich,Middle,Backend Developer,7,PHP,66000.0,German,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 21:45:06,27.0,Female,Nuremberg,Middle,Business Analyst,5,Unknown,42000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[20000,50000)"
02/12/2019 21:45:10,,Male,Munich,Senior,QA,11,Not Relevant,69000.0,German,100-1000,Product,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
02/12/2019 21:50:35,29.0,Male,Berlin,Senior,Backend Developer,7,Python,78000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 21:52:49,26.0,Female,Frankfurt,Middle,Manager,2,Not Relevant,45000.0,German,50-100,Product,Unlimited contract,"[20,30)",<5,"[20000,50000)"
02/12/2019 21:56:34,,Female,Munich,Junior,Data Scientist,0,Python,59000.0,German,50-100,Product,Unlimited contract,Unknown,<5,"[50000,100000)"
02/12/2019 22:00:44,35.0,Male,Munich,Senior,Mobile Developer,7,Kotlin,77500.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
02/12/2019 22:29:47,26.0,Male,Berlin,Senior,Data Scientist,5,Python,80000.0,English,10-50,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
02/12/2019 22:34:04,25.0,Male,Munich,Middle,Mobile Developer,4,Swift,60000.0,English,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 22:38:20,,Male,Cologne,Senior,Software Engineer,13,C/C++,70000.0,English,50-100,Product,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
02/12/2019 22:51:27,28.0,Female,Berlin,Junior,Data Scientist,1,Python,55000.0,English,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 22:58:19,36.0,Male,Berlin,Senior,Frontend Developer,11,Clojure,85000.0,English,10-50,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 23:11:17,24.0,Male,Berlin,Middle,Machine Learning Engineer,3,Python,75000.0,English,10-50,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
02/12/2019 23:39:58,34.0,Male,Frankfurt,Senior,Software Architect,10,Python,100000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
02/12/2019 23:52:18,34.0,Male,Munich,Senior,Backend Developer,11,Javascript / Typescript,92000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 23:52:23,34.0,Male,Munich,Senior,Backend Developer,11,Javascript / Typescript,92000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
02/12/2019 23:59:24,36.0,Male,Berlin,Senior,Backend Developer,10,Java,78000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 00:11:38,33.0,Male,Hamburg,Middle,Software Engineer,13,C/C++,55000.0,English,Unknown,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 00:45:57,29.0,Female,Berlin,Middle,Machine Learning Engineer,3,Python,46000.0,English,10-50,Startup,Unlimited contract,"[20,30)",<5,"[20000,50000)"
03/12/2019 00:49:41,31.0,Male,Munich,Senior,Fullstack Developer,8,Java,68000.0,English,10-50,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 06:24:28,30.0,Male,Berlin,Senior,Backend Developer,12,Python,70000.0,English,10-50,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 08:08:18,33.0,Male,Munich,Senior,Embedded Developer,11,C/C++,78000.0,Other,up to 10,Other,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 08:27:19,29.0,Female,Munich,Middle,Mobile Developer,8,Swift,65000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 08:33:42,32.0,Female,Riga,Junior,Backend Developer,1,AWS,13200.0,English,50-100,Consulting / Agency,Unlimited contract,"[30,40)",<5,<20000
03/12/2019 08:41:13,29.0,Male,Munich,Senior,Backend Developer,9,.NET,60000.0,English,up to 10,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 08:41:32,33.0,Male,Munich,Senior,Cloud Platform Engineer,10,Google Cloud,80000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 08:53:40,,Male,Munich,Senior,Mobile Developer,5,Kotlin,70000.0,English,up to 10,Consulting / Agency,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 08:53:50,29.0,Male,Berlin,Senior,Fullstack Developer,10,PHP,70000.0,English,1000+,Product,Unlimited contract,"[20,30)","[10,20)","[50000,100000)"
03/12/2019 08:58:34,43.0,Male,Berlin,Senior,Data Engineer,10,SQL,60000.0,Other,up to 10,Startup,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
03/12/2019 09:03:46,,Female,Bern,Middle,QA,5,Not Relevant,120000.0,German,1000+,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
03/12/2019 09:06:49,36.0,Male,Berlin,Senior,Software Architect,14,PHP,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 09:26:56,30.0,Male,Munich,Senior,Backend Developer,6,Ruby,67000.0,English,Unknown,Product,Unknown,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 09:31:57,27.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,66000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 09:39:08,36.0,Female,Berlin,Unknown,Backend Developer,3,Java,45000.0,English,10-50,Product,Unlimited contract,"[30,40)",<5,"[20000,50000)"
03/12/2019 09:49:46,28.0,Male,Frankfurt,Middle,Data Scientist,2,Python,55000.0,German,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 09:51:08,34.0,Male,Berlin,Senior,Machine Learning Engineer,10,Scala,80000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 09:53:16,29.0,Male,Berlin,Senior,DevOps,10,Ruby,72000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[10,20)","[50000,100000)"
03/12/2019 09:54:29,27.0,Male,Moscow,Senior,Backend Developer,7,Go,66000.0,Other,100-1000,Startup,Temporary contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 09:56:43,29.0,Male,Berlin,Senior,Backend Developer,8,Java,70000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 10:03:04,29.0,Male,Munich,Senior,Fullstack Developer,9,Javascript / Typescript,75000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 10:06:05,28.0,Female,Munich,Senior,"Designer (UI, UX)",9,Not Relevant,70000.0,English,10-50,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 10:06:39,26.0,Male,Munich,Unknown,Mobile Developer,1,Javascript / Typescript,59000.0,English,50-100,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 10:13:01,,Male,Berlin,Senior,Backend Developer,5,Ruby,80000.0,English,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 10:13:04,34.0,Male,Munich,Senior,Researcher,12,C/C++,90000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 10:16:33,32.0,Male,Berlin,Senior,Backend Developer,11,Java,81600.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 10:21:33,35.0,Male,Düsseldorf,Senior,DevOps,15,AWS,65000.0,German,up to 10,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 10:22:01,28.0,Male,Berlin,Middle,QA,7,Python,62000.0,English,100-1000,Other,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 10:24:08,,Male,Berlin,Lead,Machine Learning Engineer,9,Python,128000.0,English,1000+,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
03/12/2019 10:26:11,38.0,Female,Berlin,Senior,SAP Consultant,10,SAP / ABAP,92000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 10:26:19,24.0,Male,Berlin,Middle,Backend Developer,4,Java,65000.0,English,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 10:32:07,32.0,Male,Berlin,Senior,Backend Developer,5,Java,62000.0,German,1000+,Consulting / Agency,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 10:34:43,,Male,Berlin,Senior,Backend Developer,8,Java,96000.0,English,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 10:35:52,,Male,Stuttgart,Senior,Machine Learning Engineer,5,Python,98000.0,German,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 10:37:06,36.0,Male,Berlin,Senior,Frontend Developer,10,Javascript / Typescript,80000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 10:37:13,,Male,Berlin,Senior,Software Architect,11,Java,124000.0,English,1000+,Product,Unlimited contract,Unknown,"[10,20)","[100000,150000)"
03/12/2019 10:39:01,,Male,Munich,Senior,Researcher,9,Python,130000.0,English,1000+,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
03/12/2019 10:39:59,,Male,Berlin,Senior,Backend Developer,4,Ruby,62000.0,English,50-100,Startup,Temporary contract,Unknown,<5,"[50000,100000)"
03/12/2019 10:41:38,,Male,Berlin,Lead,Software Architect,8,Python,106000.0,English,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
03/12/2019 10:43:24,42.0,Female,Berlin,Senior,Backend Developer,12,PHP,55000.0,English,50-100,Product,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
03/12/2019 10:45:57,,Male,Darmstadt,Senior,Backend Developer,10,Java,70000.0,German,100-1000,Unknown,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
03/12/2019 10:49:45,30.0,Male,Hamburg,Senior,Data Scientist,6,Python,85000.0,English,100-1000,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 11:09:14,,Male,Frankfurt,Senior,Lawyer ,7,Unknown,170000.0,English,100-1000,Consulting / Agency,Unlimited contract,Unknown,"[5,10)","[150000,200000)"
03/12/2019 11:10:10,30.0,Male,Berlin,Senior,Backend Developer,6,Python,70000.0,Other,100-1000,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 11:12:11,28.0,Male,Berlin,Middle,Backend Developer,8,Java,68000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 11:15:48,37.0,Male,Berlin,Senior,Software Architect,15,Java,95000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 11:18:30,29.0,Male,Munich,Middle,Mobile Developer,7,Swift,70000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 11:24:24,,Male,Munich,Middle,Data Scientist,3,Python,71000.0,English,100-1000,Startup,Unlimited contract,Unknown,<5,"[50000,100000)"
03/12/2019 11:29:02,35.0,Male,Berlin,Senior,Backend Developer,16,PHP,65000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
